file,status,applied,had_frontmatter,changes,error
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xi_the_black_proletariat_in_mississippi_and_louisiana_keep.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xi_the_black_proletariat_in_mississippi_and_louisiana_keep.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xi_the_black_proletariat_in_mississippi_and_louisianak.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xi_the_black_proletariat_in_mississippi_and_louisianak.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xi_the_black_proletariate_in_mississippi_and_louisiana_20260213_2104.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xi_the_black_proletariate_in_mississippi_and_louisiana_20260213_2104.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xii_the_dual_for_labor_control_on_the_border_and_frontier_20260304_1207.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xii_the_dual_for_labor_control_on_the_border_and_frontier_20260304_1207.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xii_the_white_proletariat_in_alabama_georgia_and_florida_20260222_1505.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xii_the_white_proletariat_in_alabama_georgia_and_florida_20260222_1505.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xiii_the_dual_for_labor_control_on_border_and_frontier_20260310_1039.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xiii_the_dual_for_labor_control_on_border_and_frontier_20260310_1039.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xiii_the_duel_for_labor_control_on_border_and_frontier_20260309_1626.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xiii_the_duel_for_labor_control_on_border_and_frontier_20260309_1626.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xiii_the_duel_for_labor_control_on_border_and_frontier_20260310_1057.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xiii_the_duel_for_labor_control_on_border_and_frontier_20260310_1057.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xiii_the_duel_for_labor_control_on_border_and_frontier_20260315_1329.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xiii_the_duel_for_labor_control_on_border_and_frontier_20260315_1329.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xiii_the_duel_for_labor_control_on_the_border_and_frontier_20260304_1219.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xiii_the_duel_for_labor_control_on_the_border_and_frontier_20260304_1219.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xiv_counter_revolution_of_property_20260317_0600.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xiv_counter_revolution_of_property_20260317_0600.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xv_funding_the_public_school_20260317_1940.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xv_funding_the_public_school_20260317_1940.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xv_funding_the_public_school_20260317_2120.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xv_funding_the_public_school_20260317_2120.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_in_america_xvi_back_toward_slavery_20260318_2106.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_in_america_xvi_back_toward_slavery_20260318_2106.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_iv_the_general_strike_20260107183844k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_iv_the_general_strike_20260107183844k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_iv_the_general_strike_20260107_1903K.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_iv_the_general_strike_20260107_1903K.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_iv_the_general_strike_20260108_0535k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_iv_the_general_strike_20260108_0535k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_iv_the_general_strike_20260108_0554k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_iv_the_general_strike_20260108_0554k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_iv_the_general_strike_20260108_0703k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_iv_the_general_strike_20260108_0703k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_iv_the_general_strike_20260108_0822k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_iv_the_general_strike_20260108_0822k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_iv_the_general_strike_20260108_1622k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_iv_the_general_strike_20260108_1622k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_iv_the_general_strike_20260108_1924k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_iv_the_general_strike_20260108_1924k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_iv_the_general_strike_20260109_1058.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_iv_the_general_strike_20260109_1058.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xii_the_white_proletariat_in_alabama_georgia_and_florida_20260223_1620.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xii_the_white_proletariat_in_alabama_georgia_and_florida_20260223_1620.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260313_1753.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260313_1753.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260313_1816.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260313_1816.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260315_1312.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260315_1312.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260315_1322.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260315_1322.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260315_2032.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260315_2032.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_0907.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_0907.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_0930.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_0930.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_0935.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_0935.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_1237.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_1237.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_1313.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_1313.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_1332.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_border_and_frontier_20260316_1332.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_the_border_and_frontier_20260316_0902.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiii_the_duel_for_labor_control_on_the_border_and_frontier_20260316_0902.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiv_counter_revelation_of_property_20260316_2031.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiv_counter_revelation_of_property_20260316_2031.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiv_counter_revolution_of_property_20260316_1912.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiv_counter_revolution_of_property_20260316_1912.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiv_counter_revolution_of_property_20260316_2001.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiv_counter_revolution_of_property_20260316_2001.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiv_counter_revolution_of_property_20260316_2009.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiv_counter_revolution_of_property_20260316_2009.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_black_reconstruction_xiv_counter_revolution_of_property_20260317_1735.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_black_reconstruction_xiv_counter_revolution_of_property_20260317_1735.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_cloud_computing_introduction_20260109_0658k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_cloud_computing_introduction_20260109_0658k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_cloud_computing_revised_and_updated_edition_introduction_20260109_1159k.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_cloud_computing_revised_and_updated_edition_introduction_20260109_1159k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_cloud_computing_revised_and_updated_edition_introduction_20260109_1217k.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_cloud_computing_revised_and_updated_edition_introduction_20260109_1217k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_cloud_computing_revised_and_updated_edition_introduction_20260109_1504k.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_cloud_computing_revised_and_updated_edition_introduction_20260109_1504k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_cloud_computing_revised_and_updated_introduction_20260109_1451k.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_cloud_computing_revised_and_updated_introduction_20260109_1451k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_cloud_computing_revised_and_updated_version_introduction_20260109_1223k.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_cloud_computing_revised_and_updated_version_introduction_20260109_1223k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_the_bluest_eye_autumn_20260104_1227k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_the_bluest_eye_autumn_20260104_1227k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_the_bluest_eye_autumn_20260104_1324k.md,changed,no,yes,fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_the_bluest_eye_autumn_20260104_1324k.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_w_e_b_du_bois_xiv_counter_revolution_of_property_20260316_1930.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_w_e_b_du_bois_xiv_counter_revolution_of_property_20260316_1930.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_5_andrew_jackson_s_cracker_country_the_squatter_as_common_man_20260322_1757.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_5_andrew_jackson_s_cracker_country_the_squatter_as_common_man_20260322_1757.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_5_andrew_jackson_s_cracker_country_the_squatter_as_common_man_20260322_1805.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_5_andrew_jackson_s_cracker_country_the_squatter_as_common_man_20260322_1805.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_5_andrew_jackson_s_cracker_country_the_squatter_as_common_man_20260322_1810.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_5_andrew_jackson_s_cracker_country_the_squatter_as_common_man_20260322_1810.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_chapter_three_benjamin_franklin_s_american_breed_20260211_0707.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_chapter_three_benjamin_franklin_s_american_breed_20260211_0707.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_i_taking_out_the_trash_waste_people_in_the_new_world_20260319_1423.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_i_taking_out_the_trash_waste_people_in_the_new_world_20260319_1423.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_i_taking_out_the_trash_waste_people_in_the_new_world_20260319_1458.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_i_taking_out_the_trash_waste_people_in_the_new_world_20260319_1458.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_nine_forgotten_men_and_poor_folk_20260325_1657.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_nine_forgotten_men_and_poor_folk_20260325_1657.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_nine_forgotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_1618.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_nine_forgotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_1618.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_nine_forgotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_1626.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_nine_forgotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_1626.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_nine_forgotten_men_and_poor_folks_20260325_1731.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_nine_forgotten_men_and_poor_folks_20260325_1731.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_nine_forotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_0913.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_nine_forotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_0913.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_taking_out_the_trash_waste_people_in_the_new_world_20260319_1418.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_taking_out_the_trash_waste_people_in_the_new_world_20260319_1418.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_the_400_year_untold_history_of_class_in_america_nine_forgotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_1418.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_the_400_year_untold_history_of_class_in_america_nine_forgotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_1418.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\_artifacts\scorpyun_annotator\archive\annotation_white_trash_the_400_year_untold_history_of_class_in_america_nine_forgotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_1542.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> war_council/_artifacts/scorpyun_annotator/archive/annotation_white_trash_the_400_year_untold_history_of_class_in_america_nine_forgotten_men_and_poor_folk_downward_mobility_and_the_great_depression_20260325_1542.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\anacostia_gold_standard.md,changed,no,yes,fixed path -> war_council/anacostia_gold_standard.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\anacostia_vault_structure.md,changed,no,yes,fixed path -> war_council/anacostia_vault_structure.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\anacostia_vault_structure_v2_ratification.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\avm_syndicate\_deprecated\andor_rides.md,changed,no,no,fixed path -> war_council/avm_syndicate/_deprecated/andor_rides.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\avm_syndicate\_deprecated\vault_path_map.md,changed,no,yes,fixed path -> war_council/avm_syndicate/_deprecated/vault_path_map.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\avm_syndicate\_logs\debug_log.md,changed,no,yes,fixed path -> war_council/avm_syndicate/_logs/debug_log.md; converted adinkra to list; converted tags to list; converted synapses to list; converted key_themes to list; converted quotes to list; converted linked_notes to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\avm_syndicate\_script_output_archive\kimi_deux\drill_factoring_quadratic_expressions_a__1_20260103.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\avm_syndicate\_script_output_archive\kimi_deux\drill_order_of_operations_20260103.md,changed,no,yes,fixed path -> war_council/avm_syndicate/_script_output_archive/kimi_deux/drill_order_of_operations_20260103.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\avm_syndicate\_script_output_archive\kimi_deux\drills\assess_knowledge_check_m365_and_20251229.md,changed,no,yes,fixed path -> war_council/avm_syndicate/_script_output_archive/kimi_deux/drills/assess_knowledge_check_m365_and_20251229.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\avm_syndicate\_script_output_archive\kimi_deux\drills\assess_module_summary_introducti_20251229.md,changed,no,yes,fixed path -> war_council/avm_syndicate/_script_output_archive/kimi_deux/drills/assess_module_summary_introducti_20251229.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\avm_syndicate\_script_output_archive\kimi_deux\drills\drill_desktop_vs_cloud_service_mcsa_20251229.md,changed,no,yes,fixed path -> war_council/avm_syndicate/_script_output_archive/kimi_deux/drills/drill_desktop_vs_cloud_service_mcsa_20251229.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\war_council\avm_syndicate\_script_output_archive\kimi_deux\drills\drill_environment_variable_python_infrastructure_2025_12_26.md,changed,no,yes,fixed path -> war_council/avm_syndicate/_script_output_archive/kimi_deux/drills/drill_environment_variable_python_infrastructure_2025_12_26.md,
